seri,model,titles,year,km,color,prices,date,Il,Ilce,id,km_median,km / median
718,Boxster T,"2020 25,000 km de",2020,25650,Gri,4671000,2023-04-05,Antalya,Alanya,8,25650.0,1.0
718,Boxster T,"2020 25,000 km de",2020,25650,Gri,4672000,2023-03-22,Antalya,Alanya,8,25650.0,1.0
Panamera,Panamera 4,Bayi Çıkışlı Hatasız Boyasız Panamera 3.0,2020,25250,Siyah,10700000,2023-03-23,Ankara,Çankaya,7,16972.5,1.4877006922963618
Panamera,Panamera 4,Bayi Çıkışlı Hatasız Boyasız Panamera 3.0,2020,25250,Siyah,10750000,2023-03-23,Ankara,Çankaya,7,16972.5,1.4877006922963618
Panamera,Panamera Diesel,"DOĞUŞ ÇIKIŞLI Matriks far,Adaptif şasi,Keyless access emsalsiz.",2015,249500,Beyaz,4250000,2023-04-12,Ankara,Çankaya,7,136000.0,1.8345588235294117
Panamera,Panamera Diesel,"DOĞUŞ ÇIKIŞLI Matriks far,Adaptif şasi,Keyless access emsalsiz.",2015,249500,Beyaz,4440000,2023-04-12,Ankara,Çankaya,7,136000.0,1.8345588235294117
Panamera,Panamera Diesel,"DOĞUŞ ÇIKIŞLI Matriks far,Adaptif şasi,Keyless access emsalsiz.",2015,249500,Beyaz,4450000,2023-04-12,Ankara,Çankaya,7,136000.0,1.8345588235294117
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,235120,Mavi,2618000,2023-04-19,Sakarya,Adapazarı,66,205000.0,1.1469268292682926
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,235120,Mavi,2618000,2023-03-31,Sakarya,Adapazarı,66,205000.0,1.1469268292682926
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,235120,Mavi,2620000,2023-03-31,Sakarya,Adapazarı,66,205000.0,1.1469268292682926
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,235120,Mavi,2625000,2023-03-31,Sakarya,Adapazarı,66,205000.0,1.1469268292682926
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,235120,Mavi,2630000,2023-03-31,Sakarya,Adapazarı,66,205000.0,1.1469268292682926
Panamera,Panamera Diesel,Hatasız boyasız tramersiz..,2012,228120,Siyah,2750000,2023-04-04,Kahramanmaraş,Afşin,42,205000.0,1.1127804878048781
911,GT3,SS MOTORS 2007 PORSCHE 911 GT3-CHRONO-22.960 KM,2007,22960,Beyaz,9900000,2023-03-25,İstanbul,Şişli,40,6108.0,3.7590045841519317
Panamera,Panamera Diesel,HK MOTORS'TAN DOLULAR DOLUSU VERGİ BARIŞLI DİESEL PANAMERA,2012,213500,Siyah,2975000,2023-03-25,Sakarya,Akyazı,66,205000.0,1.0414634146341464
Panamera,Panamera Diesel,YENİKÖY MOTORS 2012 PORSCHE PANAMERA DIESEL - SOĞUTMA - BOSE,2012,211900,Siyah,2625000,2023-03-31,İstanbul,Sarıyer,40,205000.0,1.0336585365853659
Panamera,Panamera Diesel,YENİKÖY MOTORS 2012 PORSCHE PANAMERA DIESEL - SOĞUTMA - BOSE,2012,211900,Siyah,2650000,2023-03-31,İstanbul,Sarıyer,40,205000.0,1.0336585365853659
Taycan,Turbo,Taycan Turbo Doğuş Çıkışlı Hatasız,2020,21850,Siyah,5940000,2023-03-15,İstanbul,Beşiktaş,40,27000.0,0.8092592592592592
Panamera,Panamera 4,PORSCHE PANAMERA 2011 BEYAZ,2011,208800,Beyaz,2000000,2023-03-29,İstanbul,Esenyurt,40,172000.0,1.213953488372093
Panamera,Panamera Diesel,Sahibinden satılık,2013,205500,Beyaz,3335000,2023-04-30,Batman,Merkez,14,178000.0,1.154494382022472
Panamera,Panamera Diesel,KLAS AUTO DAN 2013 MODEL PORSCHE PANAMERA BAYİİ MAKYAJLI 300 HP,2013,203500,Beyaz,3250000,2023-03-25,İstanbul,Esenyurt,40,178000.0,1.1432584269662922
Panamera,Panamera Diesel,2015 | BAYİ HATASIZ BOYASIZ ISITMA SOĞUTMA KARBON G.GÖRÜŞ VAKUM,2015,199500,Beyaz,4615000,2023-04-16,Ankara,Yenimahalle,7,136000.0,1.4669117647058822
Panamera,Panamera Diesel,2012 199.500km'de SPORT CHORONA PUSULA AİR ELK.BAGJ 4BÖLGE KLMA,2012,199500,Beyaz,2750000,2023-03-20,Ankara,Çankaya,7,205000.0,0.973170731707317
Panamera,Panamera Diesel,"""DOĞANAY"" PORSCHE PANAMERA 3.0D 300 HP 2012 ISITMA+SOĞUTMA",2012,198500,Siyah,2550000,2023-03-27,Konya,Karatay,53,205000.0,0.9682926829268292
Panamera,Panamera 4S,SERCAR GROUP TAN 2013 PANAMERA 4S ISITMA+SOĞUTM­A+BOSE+VAKUM,2013,198500,Beyaz,3950000,2023-03-22,Ankara,Çankaya,7,79607.0,2.493499315386838
Panamera,Panamera 4,Nihat.tan Panemera 4 V6 3.6 otomatik çok temiz bakımlı,2011,191200,Beyaz,2349500,2023-04-06,Kırklareli,Babaeski,50,172000.0,1.1116279069767443
718,Cayman,Bayi - Özel Sipariş - Hatasız - 2018 Porsche 718 Cayman,2018,19960,Gri,4700000,2023-03-21,İstanbul,Beykoz,40,34000.0,0.5870588235294117
718,Cayman,Bayi - Özel Sipariş - Hatasız - 2018 Porsche 718 Cayman,2018,19960,Gri,4650000,2023-03-21,İstanbul,Beykoz,40,34000.0,0.5870588235294117
911,Carrera 4,HANCAR 2021 PORSCHE 911 CARRERA 4-SOĞUTMA-SPOR EGSOZ-BOSE,2021,19830,Siyah,11950000,2023-04-14,İstanbul,Eyüpsultan,40,19830.0,1.0
911,Carrera 4,HANCAR 2021 PORSCHE 911 CARRERA 4-SOĞUTMA-SPOR EGSOZ-BOSE,2021,19830,Siyah,11950000,2023-03-15,İstanbul,Eyüpsultan,40,19830.0,1.0
Panamera,Panamera 4S,Aracımız masrafsizdir takas açik jep tarzi elektrik araçlar,2011,189900,Beyaz,2445000,2023-04-13,Antalya,Muratpaşa,8,142000.0,1.337323943661972
Panamera,Panamera 4S,Aracımız masrafsizdir takas açik jep tarzi elektrik araçlar,2011,189900,Beyaz,2345000,2023-04-13,Antalya,Muratpaşa,8,142000.0,1.337323943661972
Panamera,Panamera 4S,Aracımız masrafsizdir takas açik jep tarzi elektrik araçlar,2011,189900,Beyaz,2570000,2023-03-14,Antalya,Muratpaşa,8,142000.0,1.337323943661972
Panamera,Panamera Diesel,'BEYTÜRK' 2015 PORSCHE PANAMERA DİESEL BAYİ ÇIKIŞLI HATASIZ,2015,188700,Kahverengi,4150000,2023-03-27,İzmir,Konak,41,136000.0,1.3875
Panamera,Panamera Diesel,KYN MOTORS 3.0PANAMERA 300HP HATASIZ BAYİ CHRONO VAKUM ÖZEL RNK,2015,187830,Füme,4729500,2023-04-15,İzmir,Konak,41,136000.0,1.3811029411764706
Panamera,Panamera Diesel,Sahibinden Bakımları Yeni Yapılmış Makyajlı Kasa Panemare,2013,183500,Beyaz,3720000,2023-04-02,Antalya,Muratpaşa,8,178000.0,1.0308988764044944
Taycan,Turbo S,EA MOTORS 2020 TAYCAN 761HP KARBON/SOĞUTMA/ARKA AKS/SERAMIK FREN,2020,18450,Siyah,6250000,2023-03-29,İstanbul,Bakırköy,40,29000.0,0.6362068965517241
Panamera,Panamera Diesel,M2C GROUP 2012 PORSCHE PANAMERA AİR NAVİ ISIT SOGUT HATASIZ,2012,178500,Siyah,2950000,2023-04-20,Bursa,Osmangazi,21,205000.0,0.8707317073170732
Panamera,Panamera Diesel,M2C GROUP 2012 PORSCHE PANAMERA AİR NAVİ ISIT SOGUT HATASIZ,2012,178500,Siyah,2950000,2023-03-20,Bursa,Osmangazi,21,205000.0,0.8707317073170732
Panamera,Panamera Diesel,M2C GROUP 2012 PORSCHE PANAMERA AİR NAVİ ISIT SOGUT HATASIZ,2012,178500,Siyah,2740000,2023-03-20,Bursa,Osmangazi,21,205000.0,0.8707317073170732
911,Turbo S Cabriolet,911 Turbo S Cabrio Full,2020,17750,Siyah,15250000,2023-03-24,İstanbul,Beşiktaş,40,17750.0,1.0
Panamera,Panamera Diesel,ASKAR OTOMOTİV'DEN 2015 PANAMERA DIESEL DOĞUŞ ÇIKIŞLI,2015,162850,Siyah,3890000,2023-04-29,İstanbul,Bağcılar,40,136000.0,1.1974264705882354
Panamera,Panamera Diesel,ASKAR OTOMOTİV'DEN 2015 PANAMERA DIESEL DOĞUŞ ÇIKIŞLI,2015,162850,Siyah,3890000,2023-03-30,İstanbul,Bağcılar,40,136000.0,1.1974264705882354
Taycan,4S Performance Plus,DOĞUŞ OTO ÇIKIŞLI 2021 MODEL TAYCAN,2021,16750,Gümüş Gri,5400000,2023-04-23,İstanbul,Büyükçekmece,40,25000.0,0.67
Taycan,4S Performance Plus,DOĞUŞ OTO ÇIKIŞLI 2021 MODEL TAYCAN,2021,16750,Gümüş Gri,5400000,2023-03-24,İstanbul,Büyükçekmece,40,25000.0,0.67
Panamera,Panamera 4,KUPON AUTO'dan HATASIZ/BOYASIZ /TRAMERSİZ/BAYİİ /MARSHALA/VAKUM,2011,158900,Beyaz,3000000,2023-04-04,Kastamonu,Merkez,46,172000.0,0.9238372093023256
911,Turbo,"Baspinar Oto 2001 Porsche 996 911 Turbo- Manuel,PCCM Car Play",2001,156500,Siyah,3350000,2023-04-18,İstanbul,Sarıyer,40,99075.0,1.5796114055008832
Panamera,Panamera 4,AKSIN MOTORS'DAN PANAMERA 4 V6 3.6 OTOMATİK,2011,155880,Siyah,2150000,2023-04-11,Ankara,Etimesgut,7,172000.0,0.9062790697674419
Panamera,Panamera 4,AKSIN MOTORS'DAN PANAMERA 4 V6 3.6 OTOMATİK,2011,155880,Siyah,2085000,2023-04-11,Ankara,Etimesgut,7,172000.0,0.9062790697674419
Panamera,Panamera 4,2011 PORSCHE PANAMERA-NADİR TEMİZLİKTE BİR ARAÇ,2011,154850,Beyaz,3075000,2023-04-17,Gaziantep,Şehitkamil,33,172000.0,0.9002906976744186
Taycan,Turbo,YOLCU EKRAN-ARKA AKS-BOSE-AIR-ISITM­A-SOĞUTMA-MİSSİON JANT,2020,15730,Siyah,6375000,2023-04-07,Kocaeli,Gölcük,52,27000.0,0.5825925925925926
Taycan,Turbo,YOLCU EKRAN-ARKA AKS-BOSE-AIR-ISITM­A-SOĞUTMA-MİSSİON JANT,2020,15730,Siyah,6150000,2023-04-07,Kocaeli,Gölcük,52,27000.0,0.5825925925925926
Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012,144740,Beyaz,2940000,2023-04-06,İstanbul,Sarıyer,40,205000.0,0.7060487804878048
Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012,144740,Beyaz,2900000,2023-04-06,İstanbul,Sarıyer,40,205000.0,0.7060487804878048
Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012,144740,Beyaz,3050000,2023-04-06,İstanbul,Sarıyer,40,205000.0,0.7060487804878048
Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012,144740,Beyaz,3050000,2023-03-07,İstanbul,Sarıyer,40,205000.0,0.7060487804878048
Panamera,Panamera Diesel,"Baspinar Oto 2012 Porsche Panamera 3.0D-Bayi,Bose,­Chrono,CarPlay",2012,142550,Füme,3250000,2023-04-10,İstanbul,Sarıyer,40,205000.0,0.6953658536585365
Panamera,Panamera Diesel,THE GALLERIA 2013 BAYİ MAKYAJLI KASA/G.GORUS/ISI­TMA/E.BGJ/PUSULA,2013,142500,Siyah,3850000,2023-04-15,İzmir,Bornova,41,178000.0,0.800561797752809
Panamera,Panamera Diesel,2015 HATASIZ PORSCHE PANAMERA BAYİ ÇIKIŞLI DİESEL 300HP TAMDOLU,2015,140500,Beyaz,4290000,2023-04-02,İzmir,Gaziemir,41,136000.0,1.0330882352941178
Taycan,4S Performance Plus,KACCAR'S 2020 MODEL BAYi TAYCAN 4S PERFORMANCE PLUS TRÜF DERİ,2020,14850,Siyah,6350000,2023-04-10,İstanbul,Bağcılar,40,24450.0,0.6073619631901841
Taycan,4S Performance Plus,KACCAR'S 2020 MODEL BAYi TAYCAN 4S PERFORMANCE PLUS TRÜF DERİ,2020,14850,Siyah,5850000,2023-04-10,İstanbul,Bağcılar,40,24450.0,0.6073619631901841
Taycan,4S Performance Plus,KACCAR'S 2020 MODEL BAYi TAYCAN 4S PERFORMANCE PLUS TRÜF DERİ,2020,14850,Siyah,5850000,2023-03-10,İstanbul,Bağcılar,40,24450.0,0.6073619631901841
Panamera,Panamera 4,MGS AUTO 2011 PORSCHE PANAMERA 4 ISITMA&SOGUTMA AIRMATIC BOSE,2011,137980,Beyaz,2890000,2023-04-05,İstanbul,Avcılar,40,172000.0,0.8022093023255814
Taycan,4S Performance Plus,TARGET MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS,2020,13870,Beyaz,5350000,2023-04-14,İstanbul,Beşiktaş,40,24450.0,0.567280163599182
Taycan,4S Performance Plus,TARGET MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS BAYİ,2020,13870,Beyaz,5350000,2023-03-12,İstanbul,Beşiktaş,40,24450.0,0.567280163599182
Cayman,Cayman,GALERAS 2014 PORSCHE CAYMAN 2.7 13.250 KM HATASIZ BAYİ,2014,13250,Mavi,3650000,2023-04-17,İstanbul,Bahçelievler,40,54000.0,0.24537037037037038
Cayman,Cayman,GALERAS 2014 PORSCHE CAYMAN 2.7 13.250 KM HATASIZ BAYİ,2014,13250,Mavi,3495000,2023-03-18,İstanbul,Bahçelievler,40,54000.0,0.24537037037037038
Cayman,Cayman,2012 CAYMAN 2.9TRIPTONIC_PADDLE SHIFT_Bİ-XENON_­CRUISE_G.GÖRÜŞ,2012,127500,Siyah,2247500,2023-04-16,İstanbul,Kadıköy,40,94000.0,1.3563829787234043
Cayman,Cayman,2012 CAYMAN 2.9TRIPTONIC_PADDLE SHIFT_Bİ-XENON_­CRUISE_G.GÖRÜŞ,2012,127500,Siyah,2300000,2023-03-17,İstanbul,Kadıköy,40,94000.0,1.3563829787234043
Panamera,Panamera 4S Diesel,arac görülmeye deger,2017,126500,Lacivert,8265000,2023-04-12,Ankara,Çankaya,7,99000.0,1.2777777777777777
Panamera,Panamera 4S Diesel,arac görülmeye deger,2017,126500,Lacivert,8275000,2023-04-12,Ankara,Çankaya,7,99000.0,1.2777777777777777
Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ,2015,126500,Beyaz,4850000,2023-03-22,Kırıkkale,Merkez,49,136000.0,0.9301470588235294
911,Carrera S,Sahibinden 2006 Carrera S Kazasız Orjinal,2006,126400,Siyah,2875000,2023-03-30,İstanbul,Başakşehir,40,170000.0,0.7435294117647059
Panamera,Panamera 4S Diesel,2017 PORSCHE PANAMERA 4S DIESEL - BAYİ ÇIKIŞLI - HATASIZ,2017,122500,Siyah,10450000,2023-04-12,Ankara,Gölbaşı,7,99000.0,1.2373737373737375
Panamera,Panamera 4S Diesel,2017 PORSCHE PANEMERA 4S DİESEL TURBO KANAT-SOĞUTMA-ARKA AKS,2017,119200,Beyaz,8800000,2023-04-18,Ankara,Yenimahalle,7,99000.0,1.204040404040404
Cayman,S,| UNIQ AUTO | 2006 PORSCHE CAYMAN S SPORT CHRONO BAYİ,2006,114400,Gri,1485000,2023-04-08,İstanbul,Ataşehir,40,147139.5,0.7774934670839577
Cayman,S,| UNIQ AUTO | 2006 PORSCHE CAYMAN S SPORT CHRONO BAYİ,2006,114400,Gri,1485000,2023-03-06,İstanbul,Ataşehir,40,147139.5,0.7774934670839577
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996,107500,Kırmızı,975000,2023-04-08,İstanbul,Bakırköy,40,107500.0,1.0
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996,107500,Kırmızı,1100000,2023-04-08,İstanbul,Bakırköy,40,107500.0,1.0
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996,107500,Kırmızı,1000000,2023-04-08,İstanbul,Bakırköy,40,107500.0,1.0
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996,107500,Kırmızı,1000000,2023-03-09,İstanbul,Bakırköy,40,107500.0,1.0
911,Turbo,TK motors - 2002 PORSCHE 911 TURBO (996/2),2002,106500,Siyah,4250000,2023-04-04,İstanbul,Bahçelievler,40,106500.0,1.0
911,Turbo,TK motors - 2002 PORSCHE 911 TURBO,2002,106500,Siyah,4250000,2023-04-04,İstanbul,Bahçelievler,40,106500.0,1.0
Boxster,Boxster,HASAR KAYITSIZ ORJİNAL DÜŞÜK KM.,2011,101500,Siyah,2080000,2023-03-27,Tekirdağ,Süleymanpaşa,73,99000.0,1.0252525252525253
Boxster,Boxster,HASAR KAYITSIZ ORJİNAL DÜŞÜK KM.,2011,101500,Siyah,2150000,2023-03-27,Tekirdağ,Süleymanpaşa,73,99000.0,1.0252525252525253
911,Carrera S,ER OTO 2012 PORSCHE 911 CARRERA S CABRİO VERGİ BARIŞLI,2012,101300,Beyaz,6150000,2023-04-05,İstanbul,Üsküdar,40,75000.0,1.3506666666666667
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera ACİL ÖDEMEM VAR !!,2014,100800,Siyah,4200000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera ACİL ÖDEMEM VAR !!,2014,100800,Siyah,4130000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera ACİL ÖDEMEM VAR !!,2014,100800,Siyah,4150000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera Pazarlık Payı vardır,2014,100800,Siyah,4180000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera Pazarlık Payı vardır,2014,100800,Siyah,4185000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera Pazarlık Payı vardır,2014,100800,Siyah,4200000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,Acil Satılık 100 binde Panamera Pazarlık Payı vardır !!,2014,100800,Siyah,4210000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera Diesel,Acil Satılık Panamera,2014,100800,Siyah,4250000,2023-04-09,İstanbul,Kadıköy,40,155000.0,0.6503225806451612
Panamera,Panamera 4 Platinum Edition,MOTTO AUTOMOTIVE Panamera 4 Platinum Edition Marsala-Gece Görüş,2022,0,Siyah,11150000,2023-04-01,İstanbul,Bakırköy,40,7000.0,0.0
911,Carrera 4 GTS,MARS CAR DAN 2022 CARRERA 4 GTS CABRIO-LFT-CAR­BN-SĞTM-SPREGZ %18,2022,0,Siyah,15950000,2023-04-02,İstanbul,Kadıköy,40,6117.0,0.0
Taycan,4S Performance Plus,YENİKÖY MOTORS İZMİR - 2020 PORSCHE TAYCAN 4S - ARKA AKS - BOSE,2020,0,Beyaz,6100000,2023-04-03,İzmir,Bayraklı,41,24450.0,0.0
911,GT3,TARGET MOTORS PORSCHE 911 GT3 SHARK BLUE KARBON TAVAN SERAMİK,2021,0,Mavi,19250000,2023-04-08,İstanbul,Beşiktaş,40,8000.0,0.0
Taycan,Turbo S,TARGET MOTORS 2020 TAYCAN TURBO S 761 HP KARBON SERAMİK FREN,2020,0,Mavi,6950000,2023-04-09,İstanbul,Beşiktaş,40,29000.0,0.0
911,Carrera 4 GTS,QUEEN'S AUTO 2022 PORSCHE 911 CARRERA 4 GTS-BURMEST­ER-PDCC-AKS,2022,0,Gri,16500000,2023-04-20,İstanbul,Bakırköy,40,6117.0,0.0
Taycan,4S Performance Plus,YENİKÖY MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE-D­ISPLAY-MASAJ,2020,0,Gümüş Gri,6100000,2023-04-21,İstanbul,Sarıyer,40,24450.0,0.0
Taycan,Turbo S Cross Turismo,AUTOBANK 2021 TAYCAN TURBO S CROSS TOURİSMO GECE GÖRÜŞ - HEAD UP,2021,0,Gri,8750000,2023-04-21,İstanbul,Beşiktaş,40,0.0,
Taycan,Turbo,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO - PDCC -MASAJ-DISTRONIC,2020,0,Siyah,7450000,2023-04-21,İstanbul,Sarıyer,40,27000.0,0.0
Taycan,4S Performance Plus,- YENİKÖY MOTORS İZMİR - 2020 PORSCHE TAYCAN -BOSE - AIR -AKS,2020,0,Siyah,6100000,2023-03-22,İzmir,Bayraklı,41,24450.0,0.0
Taycan,Turbo,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO - PDCC -MASAJ-DISTRONIC,2020,0,Siyah,6650000,2023-03-22,İstanbul,Sarıyer,40,27000.0,0.0
Taycan,4 Cross Turismo,İCON AUTO - TAYCAN 4 CROSS - İÇ TRÜF - SOĞUTMA - MASAJ - EKRAN,2021,0,Füme,5999950,2023-04-22,İstanbul,Esenyurt,40,9000.0,0.0
Taycan,Turbo,- YENİKÖY MOTORS İZMİR - 2020 TAYCAN TURBO - BOSE - 680 HP,2020,0,Beyaz,7450000,2023-04-23,İzmir,Bayraklı,41,27000.0,0.0
Taycan,4S Performance Plus,YENİKÖY MOTORS 2020 PORSCHE TAYCAN 4S - BOSE - AIRMATIC - CHRONO,2020,0,Gümüş Gri,6100000,2023-04-23,İstanbul,Sarıyer,40,24450.0,0.0
911,Targa 4 GTS,BARAN MOTORS 911 TARGA 4 GTS SPORT DESIGN SOĞUTMA AKS ÖTV KDV'Lİ,2022,0,Beyaz,16550000,2023-03-25,İstanbul,Beşiktaş,40,6001.0,0.0
Taycan,4S Performance Plus,YENİKÖY MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE-D­ISPLAY-MASAJ,2020,0,Gümüş Gri,6100000,2023-03-22,İstanbul,Sarıyer,40,24450.0,0.0
911,Carrera 4 GTS,QUEEN'S AUTO 2022 PORSCHE 911 CARRERA 4 GTS-BURMEST­ER-PDCC-AKS,2022,0,Gri,16500000,2023-03-21,İstanbul,Bakırköy,40,6117.0,0.0
Taycan,4S Performance Plus,cars of FERRO PORSCHE TAYCAN 4S PERFORMANCE PLUS HEAD-UP 571HP,2020,0,Füme,5280000,2023-04-06,İstanbul,Beşiktaş,40,24450.0,0.0
Taycan,Turbo,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO - PDCC -MASAJ-DISTRONIC,2020,0,Siyah,6425000,2023-03-22,İstanbul,Sarıyer,40,27000.0,0.0
Taycan,Turbo S,TARGET MOTORS 2020 TAYCAN TURBO S 761 HP KARBON SERAMİK FREN,2020,0,Mavi,6950000,2023-03-10,İstanbul,Beşiktaş,40,29000.0,0.0
911,Turbo S,SS MOTORS BAYİ 2021 911 TURBO S-ACC-LIFT-SPOR EGZOZ-BURMESTER,2021,13879,Gri,26500000,2023-05-01,İstanbul,Şişli,40,13879.0,1.0
Panamera,Panamera GTS,2013 Porshe Panemera 4.800 GTS 430 bg Hatasız Vergi Barısl,2013,169000,Siyah,3875000,2023-05-01,İstanbul,Küçükçekmece,40,168000.0,1.005952380952381
Taycan,Turbo,VOL MOTORS 2020 PORSCHE TAYCAN TURBO -ARKA AKS -22.000KM,2020,22000,Siyah,5550000,2023-05-01,İstanbul,Esenyurt,40,27000.0,0.8148148148148148
Panamera,Panamera Diesel,İLKAY ATAR MNG 2013 Model Porsche Panamera Diesel Platinum Edt.,2013,267000,Beyaz,2799000,2023-05-01,İzmir,Balçova,41,178000.0,1.5
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ-BOYASIZ-M­ARSHALA-SOĞUTMA-,2012,220000,Beyaz,3000000,2023-05-01,İstanbul,Ataşehir,40,205000.0,1.0731707317073171
Panamera,Panamera Diesel,DOĞUŞOTO ÇIKIŞLI BOSE SOĞUTMA ARKA KLİMA KARBON PUSULA ELK BAĞAJ,2015,123000,Beyaz,4450000,2023-05-01,Bursa,Nilüfer,21,136000.0,0.9044117647058824
911,Carrera 4S,STATÜ MOTORSDAN PORSCHE 911 CARRERA 4S,2006,63000,Siyah,3450000,2023-05-01,Denizli,Merkezefendi,25,81000.0,0.7777777777777778
Taycan,Taycan,"""OTOROLL"" 2021 PORSCHE TAYCAN SPORT DESİGN 476 Hp",2021,15000,Gri,5900000,2023-05-01,İstanbul,Bakırköy,40,19000.0,0.7894736842105263
Taycan,Turbo,AUTO CESUR'DAN 2021 PORSCHE TAYCAN TURBO,2021,8962,Gri,6650000,2023-05-01,Balıkesir,Karesi,12,22658.0,0.3955335863712596
Taycan,4S Performance Plus,21BAYİ TAYCAN4S PERFORMANCE PLUS-22KW-TRÜF-21''E JANT-ÖZEL DİSK,2021,45057,Füme,6650000,2023-05-01,İstanbul,Büyükçekmece,40,25000.0,1.80228
Taycan,Turbo S,YETKİLİ BAYİDEN PORSCHE TAYCAN,2020,11000,Beyaz,6600000,2023-04-01,İzmir,Bornova,41,29000.0,0.3793103448275862
Panamera,Panamera Diesel,KSB OTOMOTİV- DOĞUŞ ÇIKIŞLI HATASIZ 2014 PORSCHE PANAMERA DİESEL,2014,163000,Kahverengi,4070000,2023-04-01,Sakarya,Serdivan,66,155000.0,1.0516129032258064
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ BAYİİ ÇIKIŞLI,2012,268000,Gri,2640000,2023-04-01,Ankara,Çankaya,7,205000.0,1.3073170731707318
Panamera,Panamera Diesel,BOSE-CARBON-4KOLTUK ISITMA-SOĞU­TMA-EĞLENCE PAKETİ-MAKAM-,2012,223000,Beyaz,2899000,2023-04-01,Batman,Merkez,14,205000.0,1.0878048780487806
Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014,205000,Beyaz,3795000,2023-04-01,Denizli,Pamukkale,25,155000.0,1.3225806451612903
Panamera,Panamera 4,//EMİN OTO DAN \\ PORŞ PANEMERA GTS TAM DOLU BAYİ,2011,250000,Beyaz,2550000,2023-04-01,Bingöl,Merkez,17,172000.0,1.4534883720930232
Cayman,Cayman,KAYZEN'DEN PORSCHE CAYMAN BAYİ ORİJİNAL 68 KM SİYAH-BEJ FULL...,2013,68000,Siyah,2290000,2023-04-01,İstanbul,Bağcılar,40,84000.0,0.8095238095238095
Panamera,Panamera Diesel,!!2012 PORSCHE PANAMERA 3.0d/BAYİ/PLATINIUM EDİTION!!,2012,278000,Beyaz,2980000,2023-04-01,Sakarya,Erenler,66,205000.0,1.3560975609756099
Panamera,Panamera Diesel,MAKYAJLI TAM DOLU VERGİ BARIŞLI HATASIZ BOYASIZ İÇİ BEJ,2014,155000,Beyaz,4250000,2023-04-01,İzmir,Bayraklı,41,155000.0,1.0
